Duration,PowerOriginal,HeartRate,Cadence
1,294.1,163.6,83
1,294.1,163.6,83
1,294.1,163.7,83
1,294.0,163.7,83
1,294.0,163.7,83
1,294.0,163.7,83
1,293.9,163.7,83
1,293.9,163.7,83
1,293.9,163.7,83
1,293.8,163.7,83
1,293.8,163.7,83
1,293.8,163.7,83
1,293.8,163.8,83
1,293.7,163.8,83
1,293.7,163.8,83
1,293.7,163.8,83
1,293.6,163.8,83
1,293.6,163.8,83
1,293.6,163.8,82
1,293.5,163.8,82
1,293.5,163.8,82
1,293.5,163.8,82
1,293.4,163.8,82
1,293.4,163.9,82
1,293.4,163.9,82
1,293.4,163.9,82
1,293.3,163.9,82
1,293.3,163.9,82
1,293.3,163.9,82
1,293.2,163.9,82
1,293.2,163.9,82
1,293.2,163.9,82
1,293.1,163.9,82
1,293.1,164.0,82
1,293.1,164.0,82
1,293.1,164.0,82
1,293.0,164.0,82
1,293.0,164.0,82
1,260.0,164.0,82
1,260.0,164.0,82
1,260.0,164.0,82
1,260.0,164.0,82
1,259.9,164.0,82
1,259.9,164.0,82
1,259.9,164.0,82
1,259.9,164.0,82
1,259.9,164.0,81
1,259.9,164.0,81
1,259.9,164.0,81
1,259.9,164.0,81
1,259.9,164.0,81
1,259.9,164.0,81
1,259.9,164.0,81
1,259.8,164.0,81
1,259.8,164.1,81
1,259.8,164.1,81
1,259.8,164.1,81
1,259.8,164.1,81
1,259.8,164.1,81
1,259.8,164.1,81
1,259.8,164.1,81
1,259.8,164.1,81
1,259.8,164.1,81
1,259.7,164.1,81
1,259.7,164.1,81
1,259.7,164.1,81
1,259.7,164.1,81
1,259.7,164.1,81
1,259.7,164.1,81
1,259.7,164.1,81
1,259.7,164.1,81
1,259.7,164.1,81
1,259.6,164.1,81
1,259.6,164.1,81
1,259.6,164.1,81
1,259.6,164.1,81
1,259.6,164.1,81
1,259.6,164.1,81
1,259.6,164.1,81
1,259.6,164.1,81
1,259.6,164.1,80
1,259.6,164.1,80
1,259.6,164.1,80
1,259.5,164.1,80
1,259.5,164.1,80
1,259.5,164.1,80
1,259.5,164.1,80
1,259.5,164.2,80
1,259.5,164.2,80
1,259.5,164.2,80
1,259.5,164.2,80
1,259.5,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.4,164.2,80
1,259.3,164.2,80
1,259.3,164.2,80
1,259.3,164.2,80
1,259.3,164.2,80
1,259.3,164.2,80
1,259.3,164.2,80
1,259.3,164.2,80
1,259.3,164.2,80
1,259.3,164.2,80
1,259.2,164.2,80
1,259.2,164.2,80
1,259.2,164.2,80
1,259.2,164.2,80
1,259.2,164.2,80
1,259.2,164.2,80
1,259.2,164.2,80
1,259.2,164.2,80
1,259.2,164.2,80
1,259.2,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.1,164.3,80
1,259.0,164.3,80
1,259.0,164.3,80
1,259.0,164.3,80
1,259.0,164.3,80
1,259.0,164.3,80
1,259.0,164.3,80
1,259.0,164.3,80
1,259.0,164.3,80
1,259.0,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.9,164.3,80
1,258.8,164.3,80
1,258.8,164.4,80
1,258.8,164.4,80
1,258.8,164.4,80
1,258.8,164.4,80
1,258.8,164.4,80
1,258.8,164.4,80
1,258.8,164.4,80
1,258.8,164.4,80
1,258.8,164.4,80
1,258.7,164.4,80
1,258.7,164.4,80
1,258.7,164.4,80
1,258.7,164.4,80
1,258.7,164.4,80
1,258.7,164.4,80
1,258.7,164.4,80
1,258.7,164.4,80
1,258.7,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.6,164.4,80
1,258.5,164.4,80
1,258.5,164.4,80
1,258.5,164.4,80
1,258.5,164.4,80
1,258.5,164.4,80
1,258.5,164.5,80
1,258.5,164.5,80
1,258.5,164.5,80
1,258.5,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.4,164.5,80
1,258.3,164.5,80
1,258.3,164.5,80
1,258.3,164.5,80
1,258.3,164.5,80
1,258.3,164.5,80
1,258.3,164.5,80
1,258.3,164.5,80
1,258.3,164.5,80
1,258.3,164.5,80
1,258.2,164.5,80
1,258.2,164.5,80
1,258.2,164.5,80
1,258.2,164.5,80
1,258.2,164.5,80
1,258.2,164.5,80
1,258.2,164.5,80
1,258.2,164.5,80
1,258.2,164.5,80
1,258.2,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.1,164.6,80
1,258.0,164.6,80
1,258.0,164.6,81
1,258.0,164.6,81
1,258.0,164.6,81
1,258.0,164.6,81
1,258.0,164.6,81
1,258.0,164.6,81
1,258.0,164.6,81
1,258.0,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.9,164.6,81
1,257.8,164.6,81
1,257.8,164.7,81
1,257.8,164.7,81
1,257.8,164.7,81
1,257.8,164.7,81
1,257.8,164.7,81
1,257.8,164.7,81
1,257.8,164.7,81
1,257.8,164.7,81
1,257.8,164.7,81
1,257.7,164.7,81
1,257.7,164.7,81
1,257.7,164.7,81
1,257.7,164.7,81
1,257.7,164.7,81
1,257.7,164.7,82
1,257.7,164.7,82
1,257.7,164.7,82
1,257.7,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.6,164.7,82
1,257.5,164.7,82
1,257.5,164.7,82
1,257.5,164.7,82
1,257.5,164.7,82
1,257.5,164.8,82
1,257.5,164.8,82
1,257.5,164.8,82
1,257.5,164.8,82
1,257.5,164.8,82
1,257.4,164.8,82
1,257.4,164.8,82
1,257.4,164.8,82
1,257.4,164.8,82
1,257.4,164.8,83
1,257.4,164.8,83
1,257.4,164.8,83
1,257.4,164.8,83
1,257.4,164.8,83
1,257.4,164.8,83
1,257.4,164.8,83
1,257.3,164.8,83
1,257.3,164.8,83
1,257.3,164.8,83
1,257.3,164.8,83
1,257.3,164.8,83
1,257.3,164.8,83
1,257.3,164.8,83
1,257.3,164.8,83
1,257.3,164.8,83
1,257.2,164.8,83
1,257.2,164.8,83
1,257.2,164.8,83
1,257.2,164.8,83
1,257.2,164.8,83
1,257.2,164.8,83
1,257.2,164.8,83
1,257.2,164.8,83
1,257.2,164.8,83
1,257.2,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.1,164.9,84
1,257.0,164.9,84
1,257.0,164.9,84
1,257.0,164.9,84
1,257.0,164.9,84
1,257.0,164.9,84
1,257.0,164.9,84
1,257.0,164.9,84
1,257.0,164.9,84
1,257.0,164.9,84
1,256.9,164.9,84
1,256.9,164.9,84
1,256.9,164.9,84
1,256.9,164.9,85
1,256.9,164.9,85
1,256.9,164.9,85
1,256.9,164.9,85
1,256.9,164.9,85
1,256.9,164.9,85
1,256.9,164.9,85
1,256.9,164.9,85
1,256.8,164.9,85
1,256.8,165.0,85
1,256.8,165.0,85
1,256.8,165.0,85
1,256.8,165.0,85
1,256.8,165.0,85
1,256.8,165.0,85
1,256.8,165.0,85
1,256.8,165.0,85
1,256.8,165.0,85
1,256.7,165.0,85
1,256.7,165.0,85
1,256.7,165.0,85
1,256.7,165.0,85
1,256.7,165.0,85
1,256.7,165.0,85
1,256.7,165.0,85
1,256.7,165.0,86
1,256.7,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.6,165.0,86
1,256.5,165.0,86
1,256.5,165.0,86
1,256.5,165.0,86
1,256.5,165.0,86
1,256.5,165.1,86
1,256.5,165.1,86
1,256.5,165.1,86
1,256.5,165.1,86
1,256.5,165.1,86
1,256.4,165.1,86
1,256.4,165.1,86
1,256.4,165.1,86
1,256.4,165.1,87
1,256.4,165.1,87
1,256.4,165.1,87
1,256.4,165.1,87
1,256.4,165.1,87
1,256.4,165.1,87
1,256.4,165.1,87
1,256.4,165.1,87
1,256.3,165.1,87
1,256.3,165.1,87
1,256.3,165.1,87
1,256.3,165.1,87
1,256.3,165.1,87
1,256.3,165.1,87
1,256.3,165.1,87
1,256.3,165.1,87
1,256.3,165.1,87
1,256.2,165.1,87
1,256.2,165.1,87
1,256.2,165.1,87
1,256.2,165.1,87
1,256.2,165.1,87
1,256.2,165.1,87
1,256.2,165.1,87
1,256.2,165.1,87
1,256.2,165.1,87
1,256.2,165.2,87
1,256.1,165.2,87
1,256.1,165.2,88
1,256.1,165.2,88
1,256.1,165.2,88
1,256.1,165.2,88
1,256.1,165.2,88
1,256.1,165.2,88
1,256.1,165.2,88
1,256.1,165.2,88
1,256.1,165.2,88
1,256.1,165.2,88
1,256.0,165.2,88
1,256.0,165.2,88
1,256.0,165.2,88
1,256.0,165.2,88
1,256.0,165.2,88
1,256.0,165.2,88
1,256.0,165.2,88
1,256.0,165.2,88
1,256.0,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.9,165.2,88
1,255.8,165.2,88
1,255.8,165.2,88
1,255.8,165.3,88
1,255.8,165.3,88
1,255.8,165.3,88
1,255.8,165.3,89
1,255.8,165.3,89
1,255.8,165.3,89
1,255.8,165.3,89
1,255.8,165.3,89
1,255.8,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.7,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.6,165.3,89
1,255.5,165.3,89
1,255.5,165.3,89
1,255.5,165.3,89
1,255.5,165.3,89
1,255.5,165.3,89
1,255.5,165.4,89
1,255.5,165.4,89
1,255.5,165.4,89
1,255.5,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.4,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.3,165.4,89
1,255.2,165.4,89
1,255.2,165.4,89
1,255.2,165.4,89
1,255.2,165.4,89
1,255.2,165.4,89
1,255.2,165.4,89
1,255.2,165.4,89
1,255.2,165.4,89
1,255.2,165.4,89
1,255.2,165.5,89
1,255.2,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.1,165.5,89
1,255.0,165.5,89
1,255.0,165.5,89
1,255.0,165.5,89
1,255.0,165.5,89
1,255.0,165.5,89
1,255.0,165.5,89
1,255.0,165.5,89
1,255.0,165.5,89
1,255.0,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.9,165.5,89
1,254.8,165.5,89
1,254.8,165.5,89
1,254.8,165.6,89
1,254.8,165.6,89
1,254.8,165.6,89
1,254.8,165.6,89
1,254.8,165.6,89
1,254.8,165.6,89
1,254.8,165.6,89
1,254.8,165.6,89
1,254.8,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.7,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.6,165.6,89
1,254.5,165.6,89
1,254.5,165.6,89
1,254.5,165.6,89
1,254.5,165.6,89
1,254.5,165.7,89
1,254.5,165.7,89
1,254.5,165.7,89
1,254.5,165.7,89
1,254.5,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.4,165.7,89
1,254.3,165.7,89
1,254.3,165.7,89
1,254.3,165.7,89
1,254.3,165.7,89
1,254.3,165.7,89
1,254.3,165.7,89
1,254.3,165.7,89
1,254.3,165.7,89
1,254.3,165.7,89
1,254.3,165.7,88
1,254.2,165.7,88
1,254.2,165.7,88
1,254.2,165.7,88
1,254.2,165.7,88
1,254.2,165.7,88
1,254.2,165.7,88
1,254.2,165.7,88
1,254.2,165.7,88
1,254.2,165.7,88
1,254.2,165.8,88
1,254.2,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.1,165.8,88
1,254.0,165.8,88
1,254.0,165.8,88
1,254.0,165.8,88
1,254.0,165.8,88
1,254.0,165.8,88
1,254.0,165.8,88
1,254.0,165.8,88
1,254.0,165.8,88
1,254.0,165.8,88
1,253.9,165.8,88
1,253.9,165.8,88
1,253.9,165.8,88
1,253.9,165.8,87
1,253.9,165.8,87
1,253.9,165.8,87
1,253.9,165.8,87
1,253.9,165.8,87
1,253.9,165.8,87
1,253.9,165.8,87
1,253.8,165.8,87
1,253.8,165.8,87
1,253.8,165.9,87
1,253.8,165.9,87
1,253.8,165.9,87
1,253.8,165.9,87
1,253.8,165.9,87
1,253.8,165.9,87
1,253.8,165.9,87
1,253.8,165.9,87
1,253.8,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.7,165.9,87
1,253.6,165.9,86
1,253.6,165.9,86
1,253.6,165.9,86
1,253.6,165.9,86
1,253.6,165.9,86
1,253.6,165.9,86
1,253.6,165.9,86
1,253.6,165.9,86
1,253.6,165.9,86
1,253.6,165.9,86
1,253.5,165.9,86
1,253.5,165.9,86
1,253.5,165.9,86
1,253.5,165.9,86
1,253.5,165.9,86
1,253.5,166.0,86
1,253.5,166.0,86
1,253.5,166.0,86
1,253.5,166.0,86
1,253.4,166.0,86
1,253.4,166.0,86
1,253.4,166.0,86
1,253.4,166.0,86
1,253.4,166.0,86
1,253.4,166.0,86
1,253.4,166.0,85
1,253.4,166.0,85
1,253.4,166.0,85
1,253.4,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.3,166.0,85
1,253.2,166.0,85
1,253.2,166.0,85
1,253.2,166.0,85
1,253.2,166.0,85
1,253.2,166.0,85
1,253.2,166.0,85
1,253.2,166.0,85
1,253.2,166.0,85
1,253.2,166.0,85
1,253.2,166.1,85
1,253.2,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.1,166.1,84
1,253.0,166.1,84
1,253.0,166.1,84
1,253.0,166.1,84
1,253.0,166.1,84
1,253.0,166.1,84
1,253.0,166.1,84
1,253.0,166.1,84
1,253.0,166.1,84
1,253.0,166.1,84
1,252.9,166.1,84
1,252.9,166.1,84
1,252.9,166.1,84
1,252.9,166.1,84
1,252.9,166.1,84
1,252.9,166.1,83
1,252.9,166.1,83
1,252.9,166.1,83
1,252.9,166.1,83
1,252.9,166.1,83
1,252.8,166.1,83
1,252.8,166.1,83
1,252.8,166.2,83
1,252.8,166.2,83
1,252.8,166.2,83
1,252.8,166.2,83
1,252.8,166.2,83
1,252.8,166.2,83
1,252.8,166.2,83
1,252.8,166.2,83
1,252.8,166.2,83
1,252.7,166.2,83
1,252.7,166.2,83
1,252.7,166.2,83
1,252.7,166.2,83
1,252.7,166.2,83
1,252.7,166.2,83
1,252.7,166.2,83
1,252.7,166.2,83
1,252.7,166.2,83
1,252.7,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.6,166.2,82
1,252.5,166.2,82
1,252.5,166.2,82
1,252.5,166.2,82
1,252.5,166.2,82
1,252.5,166.2,82
1,252.5,166.3,82
1,252.5,166.3,82
1,252.5,166.3,82
1,252.5,166.3,82
1,252.4,166.3,82
1,252.4,166.3,82
1,252.4,166.3,82
1,252.4,166.3,82
1,252.4,166.3,82
1,252.4,166.3,82
1,252.4,166.3,82
1,252.4,166.3,82
1,252.4,166.3,81
1,252.4,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.3,166.3,81
1,252.2,166.3,81
1,252.2,166.3,81
1,252.2,166.3,81
1,252.2,166.3,81
1,252.2,166.3,81
1,252.2,166.3,81
1,252.2,166.3,81
1,252.2,166.3,81
1,252.2,166.3,81
1,252.2,166.4,81
1,252.2,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.1,166.4,81
1,252.0,166.4,81
1,252.0,166.4,80
1,252.0,166.4,80
1,252.0,166.4,80
1,252.0,166.4,80
1,252.0,166.4,80
1,252.0,166.4,80
1,252.0,166.4,80
1,252.0,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.9,166.4,80
1,251.8,166.4,80
1,251.8,166.4,80
1,251.8,166.5,80
1,251.8,166.5,80
1,251.8,166.5,80
1,251.8,166.5,80
1,251.8,166.5,80
1,251.8,166.5,80
1,251.8,166.5,80
1,251.8,166.5,80
1,251.8,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.7,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.6,166.5,80
1,251.5,166.5,80
1,251.5,166.5,80
1,251.5,166.5,80
1,251.5,166.5,80
1,251.5,166.6,80
1,251.5,166.6,80
1,251.5,166.6,80
1,251.5,166.6,80
1,251.5,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.4,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.3,166.6,80
1,251.2,166.6,80
1,251.2,166.6,80
1,251.2,166.6,80
1,251.2,166.6,80
1,251.2,166.6,80
1,251.2,166.6,80
1,251.2,166.6,80
1,251.2,166.6,80
1,251.2,166.6,80
1,251.2,166.7,80
1,251.2,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.1,166.7,80
1,251.0,166.7,80
1,251.0,166.7,80
1,251.0,166.7,80
1,251.0,166.7,80
1,251.0,166.7,80
1,251.0,166.7,80
1,251.0,166.7,80
1,251.0,166.7,80
1,251.0,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.9,166.7,80
1,250.8,166.7,80
1,250.8,166.7,80
1,250.8,166.8,80
1,250.8,166.8,80
1,250.8,166.8,80
1,250.8,166.8,80
1,250.8,166.8,80
1,250.8,166.8,80
1,250.8,166.8,80
1,250.8,166.8,80
1,250.8,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.7,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.6,166.8,80
1,250.5,166.8,80
1,250.5,166.8,80
1,250.5,166.8,80
1,250.5,166.8,80
1,250.5,166.8,80
1,250.5,166.9,81
1,250.5,166.9,81
1,250.5,166.9,81
1,250.5,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.4,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.3,166.9,81
1,250.2,166.9,81
1,250.2,166.9,81
1,250.2,166.9,81
1,250.2,166.9,81
1,250.2,166.9,81
1,250.2,166.9,81
1,250.2,166.9,81
1,250.2,166.9,81
1,250.2,166.9,81
1,250.2,167.0,81
1,250.2,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.1,167.0,82
1,250.0,167.0,82
1,250.0,167.0,82
1,250.0,167.0,82
1,250.0,167.0,82
1,250.0,167.0,82
1,250.0,167.0,82
1,250.0,167.0,82
1,250.0,167.0,82
1,250.0,167.0,82
1,249.9,167.0,82
1,249.9,167.0,82
1,249.9,167.0,82
1,249.9,167.0,82
1,249.9,167.0,82
1,249.9,167.0,82
1,249.9,167.0,82
1,249.9,167.0,82
1,249.9,167.0,83
1,249.9,167.0,83
1,249.8,167.0,83
1,249.8,167.0,83
1,249.8,167.1,83
1,249.8,167.1,83
1,249.8,167.1,83
1,249.8,167.1,83
1,249.8,167.1,83
1,249.8,167.1,83
1,249.8,167.1,83
1,249.8,167.1,83
1,249.8,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.7,167.1,83
1,249.6,167.1,83
1,249.6,167.1,83
1,249.6,167.1,84
1,249.6,167.1,84
1,249.6,167.1,84
1,249.6,167.1,84
1,249.6,167.1,84
1,249.6,167.1,84
1,249.6,167.1,84
1,249.6,167.1,84
1,249.5,167.1,84
1,249.5,167.1,84
1,249.5,167.1,84
1,249.5,167.1,84
1,249.5,167.2,84
1,249.5,167.2,84
1,249.5,167.2,84
1,249.5,167.2,84
1,249.5,167.2,84
1,249.4,167.2,84
1,249.4,167.2,84
1,249.4,167.2,84
1,249.4,167.2,84
1,249.4,167.2,84
1,249.4,167.2,84
1,249.4,167.2,84
1,249.4,167.2,85
1,249.4,167.2,85
1,249.4,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.3,167.2,85
1,249.2,167.2,85
1,249.2,167.2,85
1,249.2,167.2,85
1,249.2,167.2,85
1,249.2,167.2,85
1,249.2,167.2,85
1,249.2,167.2,85
1,249.2,167.2,85
1,249.2,167.2,85
1,249.2,167.3,85
1,249.2,167.3,85
1,249.1,167.3,85
1,249.1,167.3,86
1,249.1,167.3,86
1,249.1,167.3,86
1,249.1,167.3,86
1,249.1,167.3,86
1,249.1,167.3,86
1,249.1,167.3,86
1,249.1,167.3,86
1,249.1,167.3,86
1,249.0,167.3,86
1,249.0,167.3,86
1,249.0,167.3,86
1,249.0,167.3,86
1,249.0,167.3,86
1,249.0,167.3,86
1,249.0,167.3,86
1,249.0,167.3,86
1,249.0,167.3,86
1,248.9,167.3,86
1,248.9,167.3,86
1,248.9,167.3,86
1,248.9,167.3,86
1,248.9,167.3,86
1,248.9,167.3,86
1,248.9,167.3,86
1,248.9,167.3,87
1,248.9,167.3,87
1,248.9,167.3,87
1,248.8,167.3,87
1,248.8,167.3,87
1,248.8,167.4,87
1,248.8,167.4,87
1,248.8,167.4,87
1,248.8,167.4,87
1,248.8,167.4,87
1,248.8,167.4,87
1,248.8,167.4,87
1,248.8,167.4,87
1,248.8,167.4,87
1,248.7,167.4,87
