Duration,Distance,OriginalPace,HeartRate,Cadence,PowerOriginal,CalculatedPace,CalculatedStrideLength,CalculatedAerobicEfficiencyPace,CalculatedAerobicEfficiencyPower,CalculatedEfficiencyIndex
1,6.65287,216.7,136,84,232,216.7,3.3,0.034,1.707,4.615
1,6.65684,252.4,137,85,241,252.4,2.8,0.029,1.761,3.962
1,6.66091,245.6,137,84,201,245.6,2.91,0.03,1.473,4.072
1,6.66567,210.0,137,85,236,210.0,3.36,0.035,1.721,4.762
1,6.67003,229.2,137,89,223,229.2,2.94,0.032,1.62,4.362
1,6.67467,215.7,137,84,253,215.7,3.31,0.034,1.849,4.635
1,6.67867,249.7,138,85,224,249.7,2.83,0.029,1.63,4.005
1,6.68311,225.4,138,78,232,225.4,3.41,0.032,1.679,4.437
1,6.68729,239.2,138,80,188,239.2,3.14,0.03,1.365,4.18
1,6.69124,253.6,137,89,219,253.6,2.66,0.029,1.595,3.944
1,6.6957,223.7,137,84,223,223.7,3.19,0.033,1.626,4.469
1,6.70016,224.4,138,85,226,224.4,3.15,0.032,1.645,4.457
1,6.70434,239.5,138,87,209,239.5,2.88,0.03,1.519,4.175
1,6.70811,265.1,138,85,184,265.1,2.66,0.027,1.34,3.771
1,6.71209,251.0,138,86,194,251.0,2.78,0.029,1.403,3.983
1,6.7162,243.7,138,90,197,243.7,2.74,0.03,1.427,4.104
1,6.72075,219.5,138,81,207,219.5,3.38,0.033,1.502,4.557
1,6.72464,257.2,138,83,242,257.2,2.81,0.028,1.751,3.889
1,6.72857,254.7,137,85,191,254.7,2.77,0.029,1.388,3.925
1,6.73273,240.1,137,86,193,240.1,2.91,0.03,1.408,4.166
1,6.73689,240.7,137,78,183,240.7,3.2,0.03,1.338,4.155
1,6.74121,231.3,137,83,232,231.3,3.13,0.032,1.694,4.324
1,6.74532,243.5,137,83,177,243.5,2.97,0.03,1.295,4.107
1,6.74915,260.9,137,78,198,260.9,2.95,0.028,1.45,3.833
1,6.75325,243.9,137,82,197,243.9,3.0,0.03,1.436,4.101
1,6.75763,228.7,136,84,211,228.7,3.12,0.032,1.547,4.372
1,6.76157,253.4,137,81,196,253.4,2.92,0.029,1.436,3.946
1,6.76589,231.5,137,86,228,231.5,3.01,0.032,1.667,4.319
1,6.77037,223.4,136,78,221,223.4,3.44,0.033,1.626,4.476
1,6.77494,218.9,135,85,237,218.9,3.23,0.034,1.75,4.569
1,6.77928,230.0,135,82,231,230.0,3.18,0.032,1.714,4.348
1,6.78337,244.9,136,85,231,244.9,2.88,0.03,1.702,4.083
1,6.78752,240.8,137,86,226,240.8,2.9,0.03,1.655,4.152
1,6.7921,218.3,137,82,236,218.3,3.35,0.033,1.725,4.581
1,6.7965,227.1,137,86,237,227.1,3.07,0.032,1.723,4.404
1,6.8007,238.3,137,88,241,238.3,2.86,0.031,1.759,4.196
1,6.80533,215.9,137,91,238,215.9,3.05,0.034,1.738,4.632
1,6.80963,232.7,138,91,197,232.7,2.83,0.031,1.433,4.297
1,6.81362,250.7,138,85,206,250.7,2.82,0.029,1.496,3.989
1,6.81834,212.0,138,75,250,212.0,3.77,0.034,1.815,4.716
1,6.82278,224.8,138,83,213,224.8,3.22,0.032,1.549,4.448
1,6.8273,221.5,138,85,240,221.5,3.19,0.033,1.739,4.515
1,6.83173,225.6,138,88,220,225.6,3.02,0.032,1.6,4.433
1,6.83654,207.8,138,83,248,207.8,3.48,0.035,1.791,4.813
1,6.84043,257.6,139,83,203,257.6,2.81,0.028,1.465,3.881
1,6.84475,231.1,138,78,225,231.1,3.33,0.031,1.638,4.327
1,6.84888,242.1,137,79,222,242.1,3.14,0.03,1.614,4.131
1,6.85357,213.5,138,85,228,213.5,3.31,0.034,1.652,4.685
1,6.85762,247.1,138,84,228,247.1,2.89,0.029,1.656,4.047
1,6.86227,214.9,138,88,219,214.9,3.17,0.034,1.586,4.654
1,6.86691,215.7,139,84,215,215.7,3.31,0.033,1.555,4.636
1,6.87118,233.9,139,91,221,233.9,2.82,0.031,1.589,4.274
1,6.87522,247.6,139,85,225,247.6,2.85,0.029,1.614,4.04
1,6.88025,199.0,139,87,260,199.0,3.47,0.036,1.864,5.025
1,6.88401,265.4,139,86,211,265.4,2.63,0.027,1.514,3.768
1,6.88791,256.9,139,84,216,256.9,2.78,0.028,1.556,3.892
1,6.89248,218.8,139,92,250,218.8,2.98,0.033,1.798,4.571
1,6.89635,258.1,139,84,206,258.1,2.77,0.028,1.478,3.874
1,6.9013,202.1,139,79,248,202.1,3.76,0.036,1.785,4.948
1,6.90598,213.8,139,78,213,213.8,3.6,0.034,1.533,4.678
1,6.91018,238.0,139,88,199,238.0,2.86,0.03,1.433,4.201
1,6.91456,228.5,138,82,221,228.5,3.2,0.032,1.601,4.377
1,6.91899,225.5,138,88,208,225.5,3.02,0.032,1.506,4.435
1,6.9231,243.2,139,88,201,243.2,2.8,0.03,1.441,4.112
1,6.9276,222.4,140,80,242,222.4,3.37,0.032,1.729,4.496
1,6.93149,257.2,140,85,180,257.2,2.74,0.028,1.285,3.887
1,6.93608,217.9,139,86,211,217.9,3.2,0.033,1.517,4.589
1,6.94043,229.7,140,79,213,229.7,3.31,0.031,1.524,4.353
1,6.94461,239.3,139,82,216,239.3,3.06,0.03,1.554,4.179
1,6.94902,226.4,139,84,231,226.4,3.15,0.032,1.661,4.416
1,6.953,251.3,139,81,204,251.3,2.95,0.029,1.463,3.98
1,6.95694,254.0,140,87,206,254.0,2.72,0.028,1.472,3.938
1,6.96142,223.1,140,87,244,223.1,3.09,0.032,1.739,4.482
1,6.9661,214.0,140,83,211,214.0,3.38,0.033,1.501,4.673
1,6.97029,238.3,141,84,202,238.3,3.0,0.03,1.43,4.196
1,6.97414,260.1,141,89,240,260.1,2.59,0.027,1.701,3.845
1,6.97831,239.5,140,80,212,239.5,3.13,0.03,1.508,4.175
1,6.98259,234.0,141,87,232,234.0,2.95,0.03,1.647,4.274
1,6.98722,215.9,141,89,232,215.9,3.12,0.033,1.645,4.633
1,6.99146,235.9,140,83,226,235.9,3.06,0.03,1.607,4.239
1,6.99576,232.6,141,88,220,232.6,2.93,0.031,1.563,4.299
1,6.9999,241.2,141,83,226,241.2,3.0,0.029,1.605,4.145
1,7.00377,258.6,140,86,194,258.6,2.7,0.028,1.383,3.867
1,7.00783,246.2,140,87,222,246.2,2.8,0.029,1.577,4.062
1,7.01219,229.3,141,82,244,229.3,3.19,0.031,1.73,4.362
1,7.01645,235.0,141,77,248,235.0,3.32,0.03,1.755,4.256
1,7.02079,230.3,141,84,222,230.3,3.1,0.031,1.578,4.343
1,7.02581,199.3,141,91,253,199.3,3.31,0.036,1.798,5.018
1,7.03058,209.5,141,78,252,209.5,3.67,0.034,1.793,4.772
1,7.03538,208.3,141,93,246,208.3,3.1,0.034,1.744,4.801
1,7.03926,258.2,141,87,237,258.2,2.67,0.027,1.678,3.873
1,7.0435,235.8,142,82,218,235.8,3.1,0.03,1.538,4.24
1,7.04747,251.7,142,92,208,251.7,2.59,0.028,1.463,3.973
1,7.05202,219.8,142,88,230,219.8,3.1,0.032,1.618,4.549
1,7.05631,233.0,142,98,242,233.0,2.63,0.03,1.701,4.293
1,7.06001,270.2,142,78,197,270.2,2.85,0.026,1.386,3.7
1,7.06435,230.5,142,81,210,230.5,3.21,0.031,1.481,4.339
1,7.06847,243.1,142,89,219,243.1,2.77,0.029,1.546,4.114
1,7.07222,266.2,142,78,223,266.2,2.89,0.027,1.577,3.756
1,7.07673,221.7,142,94,235,221.7,2.88,0.032,1.653,4.51
1,7.08171,200.9,142,87,243,200.9,3.43,0.035,1.714,4.978
1,7.08579,245.3,142,93,191,245.3,2.63,0.029,1.342,4.076
1,7.09052,211.4,142,86,259,211.4,3.3,0.033,1.823,4.731
1,7.09471,238.3,141,80,189,238.3,3.15,0.03,1.339,4.197
1,7.09925,220.4,141,89,245,220.4,3.06,0.032,1.731,4.537
1,7.10383,218.5,142,87,251,218.5,3.16,0.032,1.773,4.576
1,7.10809,234.6,141,90,242,234.6,2.84,0.03,1.71,4.263
1,7.11219,244.1,142,84,210,244.1,2.93,0.029,1.482,4.097
1,7.11713,202.5,142,85,246,202.5,3.49,0.035,1.738,4.939
1,7.12215,199.2,142,85,258,199.2,3.54,0.035,1.812,5.021
1,7.12681,214.5,142,76,213,214.5,3.68,0.033,1.503,4.662
1,7.13125,225.4,142,81,215,225.4,3.29,0.031,1.516,4.436
1,7.13524,250.1,141,87,224,250.1,2.76,0.028,1.585,3.998
1,7.13956,231.8,140,79,216,231.8,3.28,0.031,1.536,4.315
1,7.14348,254.9,140,84,196,254.9,2.8,0.028,1.4,3.923
1,7.14843,202.1,141,83,267,202.1,3.58,0.035,1.898,4.949
1,7.153,218.7,140,80,245,218.7,3.43,0.033,1.742,4.573
1,7.15722,237.2,140,87,228,237.2,2.91,0.03,1.627,4.216
1,7.16114,254.8,140,86,211,254.8,2.74,0.028,1.503,3.925
1,7.16569,219.7,140,84,248,219.7,3.25,0.033,1.778,4.551
1,7.1698,243.4,140,93,220,243.4,2.65,0.029,1.58,4.108
1,7.17483,199.0,140,88,276,199.0,3.43,0.036,1.973,5.025
1,7.17956,211.2,140,83,278,211.2,3.42,0.034,1.988,4.735
1,7.18444,205.1,139,86,233,205.1,3.4,0.035,1.675,4.876
1,7.18914,212.7,139,83,235,212.7,3.4,0.034,1.692,4.701
1,7.1935,229.5,140,93,218,229.5,2.81,0.031,1.559,4.358
1,7.19775,235.4,140,90,233,235.4,2.83,0.03,1.659,4.248
1,7.20227,221.2,140,87,224,221.2,3.12,0.032,1.6,4.52
1,7.20624,251.6,140,79,209,251.6,3.02,0.028,1.497,3.975
1,7.21039,240.7,139,85,243,240.7,2.93,0.03,1.746,4.154
1,7.21484,224.9,139,83,237,224.9,3.21,0.032,1.7,4.447
1,7.21979,202.2,139,80,237,202.2,3.71,0.036,1.703,4.946
1,7.22501,191.4,139,89,222,191.4,3.52,0.038,1.599,5.224
1,7.2291,244.3,139,82,212,244.3,2.99,0.029,1.519,4.093
1,7.23306,252.5,139,85,221,252.5,2.8,0.029,1.593,3.96
1,7.23759,220.8,139,88,251,220.8,3.09,0.033,1.808,4.53
1,7.2419,232.0,139,81,228,232.0,3.19,0.031,1.637,4.31
1,7.24655,215.4,139,77,219,215.4,3.62,0.033,1.578,4.642
1,7.25057,248.7,139,90,222,248.7,2.68,0.029,1.596,4.02
1,7.25483,234.8,140,92,215,234.8,2.78,0.03,1.534,4.26
1,7.25917,230.2,140,88,240,230.2,2.96,0.031,1.71,4.345
1,7.26298,262.5,140,85,199,262.5,2.69,0.027,1.423,3.809
1,7.26766,213.7,139,83,234,213.7,3.38,0.034,1.682,4.679
1,7.27231,215.2,139,89,240,215.2,3.13,0.033,1.723,4.647
1,7.27674,225.7,139,85,262,225.7,3.13,0.032,1.879,4.431
1,7.28138,215.4,140,91,228,215.4,3.06,0.033,1.633,4.642
1,7.28575,228.9,140,77,204,228.9,3.4,0.031,1.454,4.37
1,7.29046,212.3,140,80,230,212.3,3.53,0.034,1.635,4.71
1,7.29423,265.1,140,81,210,265.1,2.79,0.027,1.498,3.772
1,7.29876,220.7,141,97,238,220.7,2.8,0.032,1.69,4.532
1,7.30338,216.6,141,88,257,216.6,3.15,0.033,1.819,4.617
1,7.30789,221.7,141,84,240,221.7,3.22,0.032,1.699,4.511
1,7.31236,223.7,142,81,236,223.7,3.31,0.032,1.664,4.471
1,7.31723,205.6,142,92,272,205.6,3.17,0.034,1.906,4.864
1,7.3213,245.7,143,92,243,245.7,2.65,0.028,1.701,4.071
1,7.32538,245.0,143,84,214,245.0,2.92,0.028,1.491,4.082
1,7.33016,209.0,143,79,215,209.0,3.63,0.033,1.502,4.786
1,7.3349,211.0,143,88,237,211.0,3.23,0.033,1.658,4.738
1,7.33951,217.0,144,84,255,217.0,3.29,0.032,1.775,4.608
1,7.34426,210.5,143,86,252,210.5,3.31,0.033,1.755,4.751
1,7.34886,217.5,143,89,252,217.5,3.1,0.032,1.766,4.597
1,7.35384,200.8,143,93,251,200.8,3.21,0.035,1.753,4.98
1,7.35861,209.5,144,88,263,209.5,3.25,0.033,1.825,4.773
1,7.36339,209.3,144,85,254,209.3,3.37,0.033,1.763,4.778
1,7.36791,221.3,144,91,238,221.3,2.98,0.031,1.654,4.52
1,7.37282,203.7,143,85,276,203.7,3.47,0.034,1.923,4.91
1,7.37727,224.8,144,88,259,224.8,3.03,0.031,1.806,4.449
1,7.38143,240.1,144,80,218,240.1,3.12,0.029,1.519,4.164
1,7.38635,203.3,143,93,248,203.3,3.17,0.034,1.731,4.919
1,7.39038,248.4,143,76,211,248.4,3.18,0.028,1.477,4.026
1,7.39466,233.3,143,88,253,233.3,2.92,0.03,1.773,4.285
1,7.39931,215.0,143,86,254,215.0,3.24,0.033,1.779,4.65
1,7.40369,228.2,142,89,217,228.2,2.95,0.031,1.525,4.382
1,7.40799,233.0,142,87,259,233.0,2.96,0.03,1.816,4.292
1,7.41263,215.2,142,94,235,215.2,2.97,0.033,1.65,4.647
1,7.41748,206.3,143,84,268,206.3,3.46,0.034,1.874,4.848
1,7.422,221.1,143,85,244,221.1,3.19,0.032,1.715,4.522
1,7.4266,217.4,142,92,269,217.4,3.0,0.032,1.898,4.6
1,7.43119,218.1,142,88,216,218.1,3.13,0.032,1.517,4.585
1,7.43583,215.3,143,89,255,215.3,3.13,0.032,1.781,4.645
1,7.44027,225.4,144,83,247,225.4,3.21,0.031,1.718,4.436
1,7.44427,249.7,143,86,235,249.7,2.79,0.028,1.646,4.005
1,7.44924,201.4,143,84,242,201.4,3.55,0.035,1.688,4.966
1,7.45307,261.0,144,88,215,261.0,2.61,0.027,1.494,3.832
1,7.45777,212.7,144,84,290,212.7,3.36,0.033,2.015,4.7
1,7.4622,226.1,144,86,237,226.1,3.09,0.031,1.65,4.424
1,7.46682,216.3,144,79,253,216.3,3.51,0.032,1.759,4.624
1,7.47095,241.9,144,81,199,241.9,3.06,0.029,1.383,4.134
1,7.47564,213.5,143,91,265,213.5,3.09,0.033,1.848,4.684
1,7.48068,198.1,143,84,273,198.1,3.61,0.035,1.904,5.048
1,7.48514,224.6,143,84,234,224.6,3.18,0.031,1.634,4.452
1,7.49009,201.7,143,87,266,201.7,3.42,0.035,1.867,4.957
1,7.49463,220.4,143,86,245,220.4,3.17,0.032,1.716,4.538
1,7.49942,208.8,143,85,253,208.8,3.38,0.033,1.765,4.79
1,7.50419,209.9,143,83,230,209.9,3.44,0.033,1.612,4.764
1,7.50771,284.1,143,84,184,284.1,2.51,0.025,1.289,3.52
1,7.51165,253.3,143,89,248,253.3,2.66,0.028,1.732,3.947
1,7.51665,200.1,143,90,267,200.1,3.33,0.035,1.867,4.997
1,7.52052,258.4,143,84,227,258.4,2.76,0.027,1.583,3.87
1,7.52519,213.9,143,83,264,213.9,3.38,0.033,1.843,4.675
1,7.52947,234.1,143,88,248,234.1,2.91,0.03,1.73,4.272
1,7.53385,227.9,143,93,229,227.9,2.83,0.031,1.604,4.387
1,7.53855,212.7,143,85,262,212.7,3.32,0.033,1.833,4.701
1,7.54317,216.6,143,91,240,216.6,3.04,0.032,1.673,4.616
1,7.54777,217.3,143,85,264,217.3,3.25,0.032,1.847,4.603
1,7.55216,228.0,143,89,249,228.0,2.96,0.031,1.739,4.387
1,7.55726,196.1,143,78,244,196.1,3.92,0.036,1.701,5.099
1,7.56177,221.4,143,86,238,221.4,3.15,0.032,1.67,4.516
1,7.5664,216.4,143,89,242,216.4,3.12,0.032,1.691,4.621
1,7.57067,233.7,143,93,252,233.7,2.76,0.03,1.758,4.278
1,7.57505,228.4,143,89,246,228.4,2.95,0.031,1.718,4.379
1,7.57966,217.1,143,86,212,217.1,3.21,0.032,1.482,4.606
1,7.58389,236.4,144,95,221,236.4,2.67,0.029,1.538,4.23
1,7.59035,154.7,144,92,411,154.7,4.22,0.045,2.851,6.465
1,7.59642,164.9,145,88,427,164.9,4.13,0.042,2.94,6.063
1,7.60406,130.9,145,93,462,130.9,4.93,0.053,3.18,7.64
1,7.61073,149.8,145,93,445,149.8,4.31,0.046,3.062,6.675
1,7.61791,139.3,146,89,452,139.3,4.84,0.049,3.087,7.181
1,7.62505,140.2,147,91,457,140.2,4.7,0.048,3.099,7.132
1,7.63155,153.9,148,90,451,153.9,4.33,0.044,3.043,6.5
1,7.63834,147.1,149,91,471,147.1,4.48,0.046,3.165,6.798
1,7.64534,143.0,149,94,474,143.0,4.46,0.047,3.173,6.992
1,7.65167,157.9,149,94,429,157.9,4.04,0.042,2.873,6.333
1,7.65923,132.3,151,97,485,132.3,4.67,0.05,3.22,7.557
1,7.66674,133.0,151,91,466,133.0,4.96,0.05,3.075,7.516
1,7.67439,130.8,152,97,504,130.8,4.73,0.05,3.311,7.648
1,7.68132,144.2,153,97,467,144.2,4.29,0.045,3.056,6.933
1,7.68836,142.0,153,87,473,142.0,4.86,0.046,3.091,7.04
1,7.6953,144.0,154,100,486,144.0,4.17,0.045,3.163,6.943
1,7.70224,144.2,154,93,451,144.2,4.48,0.045,2.921,6.937
1,7.70902,147.5,155,101,455,147.5,4.03,0.044,2.927,6.78
1,7.71644,134.7,156,99,490,134.7,4.5,0.048,3.149,7.423
1,7.72336,144.7,156,83,482,144.7,5.0,0.044,3.081,6.912
1,7.73002,150.0,157,94,453,150.0,4.26,0.043,2.895,6.666
1,7.73701,143.0,157,90,447,143.0,4.66,0.045,2.856,6.991
1,7.74381,147.1,157,91,448,147.1,4.48,0.043,2.852,6.8
1,7.75107,137.8,156,98,465,137.8,4.44,0.046,2.974,7.256
1,7.75746,156.5,157,91,435,156.5,4.21,0.041,2.779,6.39
1,7.76463,139.5,156,89,455,139.5,4.83,0.046,2.908,7.171
1,7.77071,164.5,157,94,430,164.5,3.88,0.039,2.736,6.078
1,7.77756,146.0,158,92,455,146.0,4.47,0.043,2.882,6.849
1,7.78438,146.6,159,98,448,146.6,4.17,0.043,2.825,6.819
1,7.79088,153.7,159,104,411,153.7,3.75,0.041,2.587,6.506
1,7.79795,141.5,160,95,474,141.5,4.46,0.044,2.964,7.068
1,7.80475,147.1,160,93,427,147.1,4.39,0.043,2.673,6.797
1,7.81087,163.4,160,95,413,163.4,3.86,0.038,2.576,6.119
1,7.81688,166.4,160,89,412,166.4,4.05,0.038,2.569,6.011
1,7.82312,160.3,161,88,400,160.3,4.25,0.039,2.481,6.24
1,7.82958,154.8,162,97,403,154.8,4.0,0.04,2.49,6.461
1,7.83643,146.0,162,87,414,146.0,4.72,0.042,2.555,6.847
1,7.84241,167.1,163,95,392,167.1,3.78,0.037,2.408,5.986
1,7.84873,158.3,163,99,421,158.3,3.83,0.039,2.578,6.316
1,7.85471,167.3,163,92,377,167.3,3.9,0.037,2.305,5.979
1,7.86131,151.5,163,93,390,151.5,4.26,0.041,2.396,6.6
1,7.86765,157.6,163,94,403,157.6,4.05,0.039,2.469,6.347
1,7.87377,163.4,164,91,410,163.4,4.03,0.037,2.503,6.118
1,7.87993,162.4,164,90,387,162.4,4.1,0.037,2.359,6.157
1,7.88615,160.8,165,97,399,160.8,3.85,0.038,2.42,6.217
1,7.89155,185.1,165,91,367,185.1,3.56,0.033,2.225,5.401
1,7.89826,149.0,165,94,415,149.0,4.28,0.041,2.512,6.71
1,7.9042,168.3,166,90,379,168.3,3.96,0.036,2.287,5.941
1,7.91034,162.8,166,89,377,162.8,4.14,0.037,2.264,6.141
1,7.91613,172.7,167,94,358,172.7,3.7,0.035,2.143,5.792
1,7.92178,176.9,167,100,389,176.9,3.39,0.034,2.324,5.653
1,7.92803,160.2,167,92,409,160.2,4.07,0.037,2.444,6.241
1,7.93438,157.4,167,87,389,157.4,4.38,0.038,2.324,6.352
1,7.93995,179.6,168,89,367,179.6,3.75,0.033,2.187,5.568
1,7.94586,169.2,167,92,405,169.2,3.86,0.035,2.423,5.912
1,7.95228,155.7,167,90,413,155.7,4.28,0.038,2.47,6.421
1,7.95858,158.6,167,85,394,158.6,4.45,0.038,2.354,6.306
1,7.96545,145.7,169,93,443,145.7,4.43,0.041,2.624,6.862
1,7.97136,169.2,170,94,383,169.2,3.77,0.035,2.258,5.911
1,7.97539,247.7,169,82,182,247.7,2.95,0.024,1.079,4.037
1,7.97861,310.5,169,78,141,310.5,2.48,0.019,0.835,3.22
1,7.98179,315.0,168,80,144,315.0,2.38,0.019,0.853,3.175
1,7.98507,304.7,168,78,149,304.7,2.52,0.02,0.889,3.282
1,7.98906,250.5,167,83,198,250.5,2.89,0.024,1.187,3.992
1,7.99259,283.5,166,87,152,283.5,2.43,0.021,0.916,3.528
1,7.99647,257.6,166,82,138,257.6,2.84,0.023,0.828,3.883
1,7.99964,315.4,166,89,120,315.4,2.14,0.019,0.722,3.17
1,8.00321,280.6,165,81,156,280.6,2.64,0.022,0.944,3.563
1,8.00694,267.7,164,88,154,267.7,2.55,0.023,0.937,3.735
1,8.01048,282.6,164,82,165,282.6,2.59,0.022,1.003,3.538
1,8.01393,290.3,163,78,149,290.3,2.65,0.021,0.912,3.445
1,8.01747,282.4,164,72,151,282.4,2.95,0.022,0.92,3.542
1,8.0215,247.8,163,87,191,247.8,2.78,0.025,1.17,4.036
1,8.02487,297.3,162,84,148,297.3,2.4,0.021,0.914,3.364
1,8.029,241.9,161,90,146,241.9,2.76,0.026,0.904,4.134
1,8.03284,260.2,160,79,164,260.2,2.92,0.024,1.022,3.843
1,8.03703,238.7,160,75,192,238.7,3.35,0.026,1.201,4.19
1,8.04102,251.0,159,84,178,251.0,2.85,0.025,1.119,3.984
1,8.04459,280.2,158,87,159,280.2,2.46,0.023,1.004,3.57
1,8.04814,281.1,157,87,133,281.1,2.45,0.023,0.851,3.557
1,8.05158,291.4,156,81,162,291.4,2.54,0.022,1.036,3.432
1,8.0551,283.7,155,80,152,283.7,2.64,0.023,0.984,3.525
1,8.05924,241.7,154,87,171,241.7,2.85,0.027,1.108,4.137
1,8.06288,274.8,154,84,179,274.8,2.6,0.024,1.161,3.64
1,8.06718,232.4,154,85,173,232.4,3.04,0.028,1.122,4.304
1,8.07064,288.9,153,86,133,288.9,2.41,0.023,0.864,3.461
1,8.07452,257.7,153,80,184,257.7,2.91,0.025,1.199,3.88
1,8.07813,276.9,152,86,132,276.9,2.52,0.024,0.87,3.612
1,8.08158,290.1,151,82,167,290.1,2.52,0.023,1.102,3.447
1,8.0855,255.5,151,79,181,255.5,2.97,0.026,1.203,3.915
1,8.08871,311.2,151,80,148,311.2,2.41,0.021,0.984,3.213
1,8.09163,342.6,150,79,121,342.6,2.22,0.019,0.806,2.919
1,8.09588,235.3,150,84,181,235.3,3.04,0.028,1.207,4.251
1,8.09989,249.1,150,79,172,249.1,3.05,0.027,1.149,4.014
1,8.1038,255.7,149,80,167,255.7,2.93,0.026,1.118,3.911
1,8.10718,296.2,149,88,146,296.2,2.3,0.023,0.983,3.376
1,8.11063,289.9,148,86,132,289.9,2.41,0.023,0.889,3.45
1,8.11408,290.1,148,85,158,290.1,2.43,0.023,1.068,3.448
1,8.11766,279.1,147,80,166,279.1,2.69,0.024,1.126,3.583
1,8.12035,371.6,147,84,153,371.6,1.92,0.018,1.045,2.691
1,8.12361,306.6,146,89,145,306.6,2.2,0.022,0.995,3.261
1,8.12743,262.2,147,78,163,262.2,2.93,0.026,1.112,3.814
1,8.13077,298.6,146,79,146,298.6,2.54,0.023,0.997,3.349
1,8.1351,231.3,146,89,209,231.3,2.91,0.03,1.43,4.323
1,8.13826,315.8,146,86,131,315.8,2.21,0.022,0.898,3.167
1,8.14203,265.8,146,91,177,265.8,2.48,0.026,1.215,3.763
1,8.14505,331.2,145,88,140,331.2,2.06,0.021,0.964,3.019
1,8.14834,303.6,145,80,123,303.6,2.47,0.023,0.846,3.294
1,8.15271,228.6,145,76,177,228.6,3.45,0.03,1.223,4.374
1,8.15611,294.2,144,87,142,294.2,2.34,0.024,0.987,3.399
1,8.1597,278.6,144,87,159,278.6,2.48,0.025,1.104,3.589
1,8.16346,265.8,143,87,187,265.8,2.59,0.026,1.312,3.762
1,8.16757,243.3,143,81,185,243.3,3.04,0.029,1.294,4.11
1,8.17131,267.9,143,80,176,267.9,2.8,0.026,1.233,3.732
1,8.17449,314.5,143,86,160,314.5,2.22,0.022,1.122,3.18
1,8.17805,280.7,142,80,166,280.7,2.67,0.025,1.167,3.562
1,8.18147,292.0,141,80,156,292.0,2.57,0.024,1.111,3.425
1,8.18564,239.8,140,83,170,239.8,3.01,0.03,1.211,4.171
1,8.18965,249.5,140,82,178,249.5,2.93,0.029,1.268,4.008
1,8.19525,178.7,141,92,356,178.7,3.65,0.04,2.529,5.596
1,8.20168,155.4,141,94,387,155.4,4.11,0.046,2.74,6.436
1,8.20788,161.4,141,93,379,161.4,4.0,0.044,2.682,6.198
1,8.21409,161.1,141,88,376,161.1,4.23,0.044,2.662,6.207
1,8.21972,177.5,142,96,346,177.5,3.52,0.04,2.446,5.633
1,8.22504,188.0,142,91,347,188.0,3.51,0.038,2.45,5.318
1,8.23095,169.2,142,95,356,169.2,3.73,0.042,2.5,5.909
1,8.2363,187.1,143,88,347,187.1,3.64,0.037,2.426,5.345
1,8.24206,173.6,144,91,357,173.6,3.8,0.04,2.477,5.76
1,8.24775,175.6,144,86,389,175.6,3.97,0.04,2.703,5.696
1,8.25367,168.9,145,97,367,168.9,3.66,0.041,2.536,5.921
1,8.25897,188.9,145,90,353,188.9,3.53,0.037,2.433,5.295
1,8.26542,154.9,146,93,409,154.9,4.17,0.044,2.804,6.457
1,8.2715,164.6,146,88,373,164.6,4.14,0.042,2.55,6.074
1,8.27743,168.5,146,96,367,168.5,3.71,0.041,2.509,5.936
1,8.28344,166.5,147,91,373,166.5,3.96,0.041,2.534,6.007
1,8.28942,167.4,147,91,375,167.4,3.94,0.041,2.541,5.974
1,8.2947,189.3,149,84,343,189.3,3.77,0.036,2.306,5.284
1,8.30089,161.5,149,87,384,161.5,4.27,0.041,2.568,6.19
1,8.30653,177.4,150,101,386,177.4,3.35,0.038,2.579,5.637
1,8.3124,170.4,151,94,372,170.4,3.75,0.039,2.472,5.87
1,8.31828,169.9,151,93,355,169.9,3.8,0.039,2.347,5.885
1,8.32403,173.9,151,90,379,173.9,3.83,0.038,2.506,5.752
1,8.3304,157.0,152,90,353,157.0,4.25,0.042,2.325,6.368
1,8.33607,176.5,152,91,363,176.5,3.74,0.037,2.388,5.667
1,8.34165,179.2,153,91,359,179.2,3.68,0.036,2.347,5.58
1,8.34756,169.1,153,90,343,169.1,3.94,0.039,2.244,5.913
1,8.35264,197.0,153,90,336,197.0,3.38,0.033,2.194,5.077
1,8.35832,176.1,153,86,345,176.1,3.96,0.037,2.254,5.68
1,8.36451,161.6,153,92,357,161.6,4.04,0.04,2.332,6.19
1,8.37056,165.1,153,93,390,165.1,3.91,0.04,2.55,6.056
1,8.37642,170.7,153,91,363,170.7,3.86,0.038,2.372,5.857
1,8.38216,174.3,153,88,350,174.3,3.91,0.038,2.287,5.738
1,8.38813,167.4,154,89,371,167.4,4.03,0.039,2.415,5.974
1,8.39405,169.0,154,90,377,169.0,3.94,0.038,2.445,5.917
1,8.40006,166.3,154,89,363,166.3,4.05,0.039,2.358,6.012
1,8.40576,175.3,154,91,372,175.3,3.76,0.037,2.407,5.705
1,8.4116,171.5,155,89,373,171.5,3.93,0.038,2.41,5.832
1,8.41728,176.1,155,93,359,176.1,3.66,0.037,2.319,5.679
1,8.42338,163.7,156,88,389,163.7,4.17,0.039,2.496,6.109
1,8.42897,178.9,156,98,348,178.9,3.42,0.036,2.236,5.589
1,8.43462,177.2,156,86,366,177.2,3.94,0.036,2.345,5.644
1,8.44031,175.5,156,78,338,175.5,4.38,0.036,2.167,5.697
